id,utm_x,utm_y,wgs_x,wgs_y,year,month,batch
454,1234000,-3493000,145.1359282,-31.48329534,2018,5,3
455,1470000,-3493000,147.6251481,-31.24653175,2018,6,2
456,1430000,-3493000,147.2040323,-31.28952654,2019,9,1
457,1038000,-3493000,143.0608927,-31.64886295,2019,7,4
458,1050000,-3493000,143.1881152,-31.63953943,2018,2,2
459,970000,-3493000,142.3395569,-31.69968809,2017,8,4
460,918000,-3493000,141.7874986,-31.73624857,2016,5,2
461,850000,-3497000,141.0680493,-31.81669199,2019,10,4
462,958000,-3497000,142.2155947,-31.74392818,2018,1,4
463,1866000,-3493000,151.7744192,-30.75823037,2018,12,1
464,1754000,-3493000,150.6047604,-30.90783276,2016,11,4
465,1946000,-3497000,152.6146362,-30.68108941,2017,3,2
466,1930000,-3497000,152.4480343,-30.70393982,2016,9,1
467,1670000,-3497000,149.7312941,-31.04946696,2019,12,1
468,1614000,-3497000,149.1439452,-31.11749991,2017,2,1
469,1786000,-3497000,150.9455224,-30.90132543,2019,6,1
470,1394000,-3497000,146.8296595,-31.36270685,2017,3,1
471,1366000,-3497000,146.5343792,-31.39138282,2016,3,3
472,1318000,-3497000,146.027823,-31.43920706,2016,9,4
473,1538000,-3497000,148.3456656,-31.20619091,2019,7,1
474,1474000,-3497000,147.6724307,-31.27761998,2018,5,1
475,1466000,-3497000,147.588214,-31.28633881,2019,12,4
476,1190000,-3497000,144.6748814,-31.55847997,2016,9,2
477,1262000,-3501000,145.4407456,-31.52840144,2016,12,2
478,1354000,-3501000,146.4125639,-31.43899663,2016,12,2
479,1346000,-3501000,146.3281228,-31.44701718,2017,4,2
480,990000,-3501000,142.5588163,-31.75632924,2017,10,3
481,938000,-3501000,142.0065397,-31.79368686,2018,2,4
482,1074000,-3501000,143.4501118,-31.69176033,2016,4,4
483,1070000,-3501000,143.4076938,-31.69495318,2019,5,1
484,1910000,-3501000,152.2463446,-30.76749955,2017,9,2
485,1770000,-3501000,150.7844372,-30.95765947,2016,5,3
486,1750000,-3501000,150.5751791,-30.98367283,2018,10,3
487,1726000,-3501000,150.3239368,-31.01450767,2018,6,2
488,1662000,-3501000,149.6532643,-31.09469805,2016,12,4
489,1618000,-3501000,149.191606,-31.1481083,2016,11,4
490,1526000,-3505000,148.2302468,-31.29067574,2018,4,2
491,1314000,-3505000,145.99488,-31.51414633,2019,5,3
492,1446000,-3505000,147.3878107,-31.37886146,2016,2,1
493,1402000,-3505000,146.9238922,-31.42537263,2018,6,1
494,1026000,-3505000,142.9445766,-31.76490468,2016,8,2
495,1182000,-3505000,144.5986007,-31.63665647,2016,10,1
496,1158000,-3505000,144.3443971,-31.65755465,2017,9,3
497,1574000,-4117000,149.6274419,-36.6766886,2017,8,3
498,1898000,-3621000,152.3219174,-31.8426414,2017,7,1
499,1646000,-3621000,149.6605517,-32.17625833,2019,1,3
500,1658000,-3621000,149.7876526,-32.1614223,2016,2,2
501,1846000,-3621000,151.7741238,-31.91526664,2018,4,3
502,1794000,-3621000,151.2255961,-31.98592846,2019,7,2
503,1438000,-3621000,147.4520847,-32.41662394,2017,8,1
504,1418000,-3621000,147.2392208,-32.43805774,2017,7,2
505,1358000,-3621000,146.6001235,-32.50058656,2019,5,3
506,1594000,-3621000,149.1093776,-32.23932891,2016,8,3
507,1554000,-3621000,148.68496,-32.28649518,2019,11,3
508,1490000,-3625000,148.0104811,-32.39500656,2019,9,2
509,1478000,-3625000,147.8828674,-32.40836744,2018,6,2
510,1674000,-3625000,149.9630587,-32.17688451,2016,3,1
511,1646000,-3625000,149.6664487,-32.21167907,2016,2,1
512,1358000,-3625000,146.6050184,-32.53613214,2018,5,4
513,894000,-3625000,141.6385674,-32.92954617,2016,5,1
514,870000,-3629000,141.383918,-32.98122976,2018,11,1
515,1814000,-3625000,151.4431265,-31.9943217,2017,2,1
516,1726000,-3625000,150.5133866,-32.11074492,2016,1,1
517,1698000,-3625000,150.2171408,-32.14660409,2016,9,2
518,1906000,-3625000,152.4129116,-31.86658446,2019,5,2
519,1858000,-3629000,151.913852,-31.96931342,2017,1,1
520,1842000,-3629000,151.745095,-31.99142093,2019,8,4
521,1802000,-3629000,151.3228996,-32.0458755,2016,11,2
522,1914000,-3629000,152.5039465,-31.89047392,2019,10,3
523,1634000,-3629000,149.5451308,-32.26184322,2019,8,3
524,1630000,-3629000,149.5027168,-32.26673372,2019,9,3
525,1726000,-3629000,150.5195627,-32.14612871,2018,2,4
526,1362000,-3629000,146.6525744,-32.56759053,2018,8,2
527,1314000,-3629000,146.1404671,-32.6158761,2019,11,1
528,1462000,-3629000,147.7179288,-32.46152154,2019,5,4
529,1110000,-3629000,143.9591089,-32.80200397,2017,1,1
530,1102000,-3629000,143.8734144,-32.80867181,2016,1,4
531,1058000,-3629000,143.4019049,-32.84449118,2019,2,2
532,1258000,-3629000,145.5424324,-32.67005033,2019,6,2
533,1226000,-3629000,145.200429,-32.69996167,2018,6,4
534,1190000,-3633000,144.8197564,-32.76831407,2017,4,3
535,1186000,-3633000,144.776952,-32.77189378,2017,7,3
536,1146000,-3633000,144.3487515,-32.80703543,2019,11,2
537,1342000,-3633000,146.444098,-32.62347239,2016,2,2
538,1730000,-3633000,150.5680748,-32.17634059,2018,2,4
539,1822000,-3633000,151.5405594,-32.05413062,2016,5,1
540,1770000,-3633000,150.9911673,-32.12396404,2018,6,3
541,1758000,-3633000,150.8642832,-32.1397996,2017,10,1
542,1366000,-3633000,146.7001585,-32.59903568,2018,9,2
543,1362000,-3633000,146.6574899,-32.60313809,2018,7,1
544,1558000,-3637000,148.7498123,-32.42368585,2019,10,4
545,1642000,-3637000,149.6417334,-32.32288011,2019,2,3
546,1250000,-3637000,145.465994,-32.74878234,2018,6,4
547,1222000,-3637000,145.1665112,-32.77485034,2016,6,1
548,1190000,-3637000,144.8240674,-32.80392807,2016,3,1
549,1398000,-3637000,147.0464328,-32.60132495,2018,6,1
550,1030000,-3637000,143.1091695,-32.93786407,2019,5,4
551,1158000,-3637000,144.4814387,-32.83224321,2017,10,2
552,1110000,-3637000,143.9671591,-32.87328455,2017,8,2
553,918000,-3637000,141.9063113,-33.02023085,2017,3,4
554,934000,-3641000,142.08166,-33.04473666,2018,8,2
555,886000,-3641000,141.565531,-33.07774738,2018,11,2
556,1810000,-3637000,151.4203123,-32.10576534,2018,3,1
557,1786000,-3637000,151.1666772,-32.13804343,2016,12,2
558,1762000,-3637000,150.9128897,-32.16990165,2016,2,1
559,1742000,-3637000,150.7012852,-32.19612913,2018,5,1
560,1694000,-3637000,150.1930145,-32.25788282,2018,10,2
561,858000,-3605000,141.2362568,-32.77482238,2016,5,2
562,1826000,-3601000,151.5307349,-31.76603684,2017,1,2
563,1774000,-3601000,150.9828144,-31.83581091,2016,10,2
564,1762000,-3601000,150.8562705,-31.85163355,2017,6,2
565,1854000,-3605000,151.8320575,-31.76296426,2019,12,4
566,1866000,-3605000,151.9583485,-31.74633399,2017,2,3
567,1946000,-3605000,152.7992728,-31.63280179,2018,6,3
568,1594000,-3605000,149.0865456,-32.09756512,2019,3,2
569,1670000,-3605000,149.8908388,-32.0048584,2016,7,2
570,1426000,-3605000,147.3038781,-32.28746442,2018,5,2
571,1198000,-3605000,144.8750619,-32.51189364,2016,8,2
572,1110000,-3609000,143.9390306,-32.62383653,2019,6,1
573,1254000,-3609000,145.477064,-32.49591351,2018,2,2
574,938000,-3609000,142.0974134,-32.75639793,2016,8,2
575,1094000,-3609000,143.7679153,-32.63709844,2018,12,3
576,1942000,-3609000,152.7641571,-31.67385412,2019,5,2
577,1626000,-3609000,149.4311778,-32.0944697,2016,10,2
578,1758000,-3609000,150.8266065,-31.92760479,2018,4,2
579,1474000,-3609000,147.8191405,-32.27081594,2018,3,3
580,1410000,-3609000,147.13884,-32.33998497,2018,10,3
581,1370000,-3609000,146.7132113,-32.3816817,2018,9,1
582,1602000,-3609000,149.1770033,-32.12344055,2016,6,4
583,1686000,-3613000,150.0720256,-32.05559626,2018,1,1
584,1642000,-3613000,149.6064221,-32.11033961,2018,3,2
585,1602000,-3613000,149.182737,-32.15887707,2019,8,4
586,1578000,-3613000,148.9283427,-32.18743684,2019,1,2
587,1206000,-3613000,144.9691498,-32.57586295,2019,1,3
588,1198000,-3613000,144.883703,-32.58309158,2018,3,3
589,1374000,-3613000,146.7607303,-32.41309919,2018,7,1
590,1034000,-3613000,143.1296006,-32.72078548,2017,2,4
591,1030000,-3613000,143.0867623,-32.72389348,2018,7,4
592,1014000,-3613000,142.9153842,-32.7362061,2019,2,2
593,1146000,-3613000,144.32802,-32.62891831,2016,6,3
594,1098000,-3613000,143.8146658,-32.66943439,2016,8,3
595,1078000,-3613000,143.6006542,-32.68580964,2019,6,3
596,850000,-3613000,141.1565954,-32.85137736,2016,9,2
597,846000,-3617000,141.1167217,-32.88964295,2017,9,2
598,854000,-3617000,141.2026353,-32.88451385,2019,6,1
599,850000,-3617000,141.1596796,-32.88708439,2017,10,1
600,1850000,-3613000,151.8031112,-31.83911447,2017,3,2
601,1930000,-3617000,152.6517872,-31.76169895,2018,5,1
602,1926000,-3617000,152.6097251,-31.76744564,2016,6,2
603,1710000,-3617000,150.3318975,-32.06052723,2017,2,3
604,1422000,-3617000,147.2766846,-32.39827661,2019,10,1
605,1142000,-3617000,144.2893821,-32.66798111,2016,11,4
606,1122000,-3617000,144.0754474,-32.68501838,2016,4,3
607,1218000,-3621000,145.1060923,-32.63612202,2017,8,1
608,1270000,-3621000,145.6614603,-32.58747691,2018,11,4
609,1002000,-3621000,142.794084,-32.81664757,2017,7,2
610,1218000,-3585000,145.066611,-32.31581861,2018,11,1
611,1130000,-3585000,144.128434,-32.39329128,2018,1,3
612,1274000,-3585000,145.6629038,-32.26353102,2019,3,1
613,1086000,-3585000,143.6588466,-32.42987257,2019,1,2
614,1066000,-3585000,143.4452925,-32.44602484,2017,4,2
615,1898000,-3585000,152.2612993,-31.52504875,2016,1,1
616,1658000,-3585000,149.7343838,-31.84275346,2016,3,4
617,1866000,-3585000,151.9252555,-31.56982269,2016,10,2
618,1818000,-3585000,151.4206695,-31.63559439,2018,11,3
619,1494000,-3585000,147.9994677,-32.03570916,2019,3,3
620,1414000,-3585000,147.1509692,-32.1226777,2017,8,4
621,1690000,-3589000,150.0781706,-31.83819881,2016,3,3
622,1674000,-3589000,149.9092603,-31.85827043,2016,1,3
623,1630000,-3589000,149.4444334,-31.91250434,2017,1,1
624,1298000,-3589000,145.9229324,-32.27596526,2018,3,1
625,1214000,-3589000,145.0283576,-32.35504822,2017,5,4
626,1422000,-3589000,147.2409694,-32.14969743,2019,4,1
627,1430000,-3589000,147.3258952,-32.14116198,2016,2,1
628,1358000,-3589000,146.5610813,-32.21628407,2019,8,4
629,1158000,-3589000,144.4312558,-32.40486666,2018,7,2
630,846000,-3593000,141.0983341,-32.67542487,2017,12,1
631,1006000,-3593000,142.8115037,-32.56399949,2018,6,4
632,974000,-3593000,142.4691616,-32.58781336,2017,6,2
633,906000,-3593000,141.7411902,-32.63588096,2016,8,4
634,1810000,-3589000,151.3429327,-31.68172236,2018,10,3
635,1846000,-3589000,151.721629,-31.63274036,2017,7,4
636,1926000,-3593000,152.5687339,-31.55580275,2018,3,2
637,1366000,-3593000,146.6510103,-32.24365463,2018,2,2
638,1290000,-3593000,145.8424233,-32.31927967,2016,12,4
639,1498000,-3593000,148.0525641,-32.10218529,2017,12,2
640,1098000,-3593000,143.7948539,-32.49128528,2017,10,2
641,1270000,-3593000,145.6294494,-32.33847152,2016,9,3
642,1278000,-3597000,145.7192401,-32.36639427,2017,6,2
643,966000,-3597000,142.3870404,-32.62931352,2019,7,2
644,910000,-3597000,141.7873183,-32.6688305,2017,1,3
645,894000,-3597000,141.6158886,-32.67969074,2016,5,1
646,998000,-3597000,142.7295346,-32.60568132,2018,6,1
647,1006000,-3597000,142.8151342,-32.59965393,2017,6,1
648,1730000,-3597000,150.5124772,-31.85794319,2016,5,1
649,1642000,-3597000,149.5829592,-31.96867633,2017,12,3
650,1782000,-3597000,151.0608179,-31.7898581,2018,5,3
651,1434000,-3597000,147.378624,-32.20788122,2019,11,3
652,1386000,-3597000,146.8685731,-32.25856721,2019,11,4
653,1602000,-3597000,149.1598249,-32.0171401,2018,2,4
654,1246000,-3601000,145.3827424,-32.43226413,2018,7,2
655,1054000,-3601000,143.3323283,-32.59812958,2018,10,4
656,1062000,-3601000,143.4178866,-32.59176586,2018,8,4
657,1138000,-3601000,144.2301677,-32.52893439,2017,12,3
658,1086000,-3601000,143.6744995,-32.57238872,2017,8,3
659,1078000,-3601000,143.5889723,-32.57889542,2017,8,1
660,850000,-3601000,141.1473555,-32.74426839,2017,3,4
661,1498000,-3565000,148.0151479,-31.8538937,2017,5,4
662,1478000,-3565000,147.8035166,-31.87609338,2017,10,3
663,1314000,-3565000,146.0649506,-32.04705175,2017,8,2
664,1310000,-3565000,146.0224785,-32.05097423,2016,8,3
665,1298000,-3565000,145.8950435,-32.06267091,2018,12,2
666,1278000,-3565000,145.6825903,-32.08192936,2019,12,3
667,1402000,-3565000,146.9985315,-31.9577761,2018,11,3
668,1398000,-3565000,146.9561301,-31.96195769,2016,12,3
669,1382000,-3565000,146.7864917,-31.97856641,2019,7,1
670,1354000,-3565000,146.4894986,-32.00717854,2019,10,4
671,1050000,-3565000,143.2555321,-32.2805719,2019,5,3
672,1034000,-3565000,143.0848853,-32.29306491,2018,2,3
673,1122000,-3565000,144.0229357,-32.22200198,2016,6,2
674,1586000,-4177000,149.8534,-37.19873004,2017,5,3
675,898000,-3565000,141.6328467,-32.39156943,2018,6,4
676,918000,-3569000,141.8498486,-32.41361318,2019,8,2
677,1718000,-3565000,150.3370222,-31.59040329,2017,8,2
678,1730000,-3565000,150.4633339,-31.57501695,2017,8,1
679,1878000,-3565000,152.0181186,-31.37666888,2016,9,4
680,1926000,-3569000,152.5279039,-31.34420227,2019,6,3
681,1846000,-3569000,151.6889599,-31.45620217,2019,6,3
682,1946000,-3569000,152.7373641,-31.31548108,2017,7,3
683,1630000,-3569000,149.4154362,-31.73544413,2017,8,2
684,1618000,-3569000,149.2887897,-31.74996249,2018,11,2
685,1290000,-3569000,145.8146839,-32.10595765,2016,9,1
686,1522000,-3569000,148.2744061,-31.86232287,2016,4,2
687,1246000,-3569000,145.3469662,-32.14769279,2018,5,3
688,1238000,-3573000,145.2663212,-32.19069574,2019,2,4
689,1210000,-3573000,144.9683556,-32.21635404,2017,4,2
690,1130000,-3573000,144.1162555,-32.28646546,2018,6,1
691,1346000,-3573000,146.4142331,-32.0863029,2018,6,2
692,1326000,-3573000,146.2018275,-32.10628421,2018,9,4
693,1270000,-3573000,145.6066759,-32.16066226,2016,8,4
694,894000,-3573000,141.5965342,-32.46560507,2019,12,3
695,882000,-3573000,141.468196,-32.4736059,2016,11,2
696,1094000,-3573000,143.7324529,-32.31646781,2017,2,4
697,1034000,-3573000,143.092313,-32.36433346,2017,9,1
698,1898000,-3573000,152.2411728,-31.41920621,2016,6,3
699,1894000,-3573000,152.199223,-31.42483718,2019,7,3
700,1814000,-3573000,151.3593156,-31.53502864,2016,12,2
701,1602000,-3573000,149.1255703,-31.80457878,2016,3,4
702,1458000,-3577000,147.6073975,-32.00445164,2019,4,2
703,1706000,-3577000,150.2288279,-31.71180687,2017,9,1
704,1594000,-3577000,149.0467349,-31.84953637,2016,4,4
705,1314000,-3577000,146.0790487,-32.15367368,2019,6,2
706,1290000,-3577000,145.8239181,-32.1770584,2018,1,1
707,950000,-3577000,142.1986048,-32.46250932,2017,8,1
708,954000,-3577000,142.2413629,-32.45965043,2016,12,3
709,1166000,-3577000,144.5040225,-32.29109696,2017,1,4
710,1094000,-3577000,143.7363826,-32.35208624,2016,10,2
711,854000,-3577000,141.171744,-32.52754309,2017,11,4
712,978000,-3581000,142.5013845,-32.47790189,2017,10,2
713,934000,-3581000,142.0309143,-32.50949304,2019,10,4
714,1590000,-4193000,149.9229432,-37.33702436,2017,8,2
715,1762000,-3577000,150.8187109,-31.63951667,2018,1,4
716,1886000,-3577000,152.1219744,-31.47135039,2017,12,2
717,1866000,-3581000,151.9186499,-31.5345241,2016,7,3
718,1814000,-3581000,151.3721629,-31.605675,2018,7,4
719,1802000,-3581000,151.2459482,-31.62181629,2017,4,4
720,1806000,-3581000,151.288024,-31.61644746,2019,5,2
721,1930000,-3581000,152.5902399,-31.4442699,2016,12,3
722,1654000,-3581000,149.6862589,-31.81229128,2019,9,1
723,1722000,-3581000,150.4035605,-31.72675409,2017,7,2
724,1694000,-3581000,150.1083399,-31.76238318,2017,9,4
725,1382000,-3581000,146.8062431,-32.12062768,2018,5,3
726,1358000,-3581000,146.5513533,-32.14522514,2018,5,3
727,1494000,-3581000,147.9941328,-32.00023577,2016,4,3
728,1454000,-3581000,147.5701948,-32.04429128,2019,2,3
729,1426000,-3581000,147.2732324,-32.07443077,2018,11,1
730,1142000,-3581000,144.2523422,-32.34745864,2016,5,3
731,1078000,-3581000,143.5695543,-32.40074215,2018,3,3
732,1202000,-3581000,144.8918196,-32.29474547,2019,5,2
733,942000,-3701000,142.2193441,-33.57475016,2018,7,3
734,922000,-3701000,142.0032681,-33.58891996,2017,11,1
735,870000,-3701000,141.4412053,-33.62434839,2017,1,2
736,1846000,-3697000,151.8999169,-32.58662899,2017,3,1
737,1798000,-3701000,151.3969884,-32.68777701,2017,4,2
738,1782000,-3701000,151.2269849,-32.70933469,2017,4,2
739,1506000,-3701000,148.2841035,-33.05155968,2019,12,1
740,1502000,-3701000,148.2413173,-33.05610583,2016,6,3
741,1370000,-3701000,146.8273736,-33.19946431,2018,4,4
742,1350000,-3701000,146.6128124,-33.22005459,2018,11,2
743,1410000,-3701000,147.256243,-33.15739013,2016,1,3
744,1150000,-3701000,144.4628374,-33.40952701,2017,12,3
745,1138000,-3701000,144.3336012,-33.41994305,2018,7,2
746,1186000,-3705000,144.8547379,-33.41328162,2017,2,2
747,1154000,-3705000,144.5101417,-33.4416931,2016,1,1
748,1166000,-3705000,144.6393869,-33.43112879,2017,5,3
749,1318000,-3705000,146.2741611,-33.2879792,2018,12,2
750,1302000,-3705000,146.1022911,-33.30386119,2017,6,1
751,1290000,-3705000,145.9733549,-33.31564722,2017,4,4
752,1606000,-3705000,149.3583766,-32.9695301,2016,3,4
753,1810000,-3705000,151.5309908,-32.70685698,2019,4,1
754,1778000,-3705000,151.1909079,-32.75008289,2016,10,1
755,1786000,-3705000,151.2759545,-32.73934678,2017,1,1
756,1398000,-3705000,147.132721,-33.20570497,2016,8,4
757,1330000,-3705000,146.4030295,-33.2759423,2016,10,3
758,1578000,-3705000,149.0593557,-33.0031899,2017,1,2
759,1470000,-3705000,147.9042548,-33.12758441,2018,2,4
760,1422000,-3709000,147.3952166,-33.21565248,2018,5,4
761,1610000,-3709000,149.4069324,-33.00014828,2018,4,1
762,946000,-3709000,142.2695135,-33.64334084,2018,5,2
763,1138000,-3709000,144.3419512,-33.49128073,2017,3,4
764,1110000,-3709000,144.0401001,-33.51518385,2019,8,1
765,1034000,-3709000,143.2201196,-33.57709234,2016,12,2
766,846000,-3713000,141.1910201,-33.74728928,2018,4,3
767,850000,-3713000,141.2343256,-33.74470591,2019,9,2
768,930000,-3713000,142.0999765,-33.69049705,2019,10,4
769,1706000,-3709000,150.4309147,-32.88002061,2016,6,2
770,1686000,-3709000,150.2177772,-32.90560738,2016,3,1
771,1870000,-3709000,152.1746475,-32.65912862,2019,3,2
772,1602000,-3713000,149.3273271,-33.04533169,2019,8,2
773,1738000,-3713000,150.7780241,-32.87388195,2018,8,3
774,1334000,-3713000,146.45574,-33.34310041,2019,10,2
775,1250000,-3713000,145.5525231,-33.42541706,2016,12,3
776,1002000,-3713000,142.8782707,-33.6375753,2017,11,1
777,1014000,-3713000,143.0079093,-33.62837477,2016,1,3
778,1166000,-3713000,144.6479443,-33.5024512,2017,9,1
779,1170000,-3713000,144.691049,-33.4989029,2017,2,2
780,1246000,-3717000,145.5140486,-33.46484026,2019,7,3
781,894000,-3717000,141.713841,-33.75124113,2019,8,4
782,1026000,-3717000,143.1413023,-33.65477763,2019,11,2
783,1090000,-3681000,143.7964426,-33.28213947,2016,2,2
784,1270000,-3681000,145.7305619,-33.12136797,2019,5,4
785,998000,-3681000,142.8057381,-33.3549363,2017,7,1
786,1682000,-3681000,150.1324832,-32.66265552,2016,4,4
787,1618000,-3681000,149.4512595,-32.74214528,2019,2,3
788,1598000,-3681000,149.2381702,-32.76636734,2017,2,2
789,1730000,-3681000,150.6427228,-32.60106255,2017,1,2
790,1454000,-3681000,147.7011464,-32.93204626,2018,10,4
791,1462000,-3681000,147.7866608,-32.9232444,2016,7,4
792,1438000,-3681000,147.5300754,-32.94950765,2016,3,2
793,1366000,-3681000,146.7595713,-33.02573258,2016,4,3
794,1494000,-3685000,148.1339997,-32.92307887,2016,5,4
795,1430000,-3685000,147.4497178,-32.99371109,2016,4,3
796,1610000,-3685000,149.3718662,-32.78733235,2016,10,4
797,1262000,-3685000,145.6493315,-33.16463928,2017,11,2
798,1402000,-3685000,147.1500618,-33.02365713,2016,4,3
799,1378000,-3685000,146.8930803,-33.0488616,2019,3,3
800,1382000,-3685000,146.935919,-33.04469059,2016,12,4
801,994000,-3685000,142.7662748,-33.39366058,2018,3,4
802,930000,-3685000,142.0760432,-33.44037614,2017,12,3
803,1070000,-3685000,143.5851041,-33.33418488,2019,3,4
804,906000,-3685000,141.8170521,-33.45709921,2017,8,1
805,982000,-3689000,142.6405035,-33.43836387,2018,3,3
806,1874000,-3689000,152.1832817,-32.47681853,2016,6,3
807,1550000,-3689000,148.73761,-32.89428012,2016,4,1
808,1682000,-3689000,150.1446498,-32.73351342,2017,1,1
809,1238000,-3689000,145.3961921,-33.22296342,2018,12,1
810,1170000,-3689000,144.6653254,-33.28497092,2018,7,3
811,1198000,-3693000,144.9707544,-33.29549709,2017,4,4
812,1258000,-3693000,145.6155827,-33.23968544,2018,12,3
813,1262000,-3693000,145.6585468,-33.23586898,2017,8,4
814,1242000,-3693000,145.4436952,-33.25483172,2016,4,4
815,994000,-3693000,142.7735647,-33.46507421,2017,7,3
816,1862000,-3693000,152.0628701,-32.5289905,2016,6,2
817,1630000,-3693000,149.5967794,-32.83383601,2019,12,2
818,1446000,-3693000,147.6313949,-33.0474178,2019,2,3
819,1518000,-3697000,148.4069163,-33.00233701,2017,5,1
820,1318000,-3697000,146.2645273,-33.21678054,2016,4,1
821,982000,-3697000,142.6477114,-33.50978935,2017,5,3
822,842000,-3697000,141.1353039,-33.60682353,2019,8,1
823,1510000,-3661000,148.2720972,-32.69192076,2017,10,2
824,1570000,-3661000,148.9112852,-32.62240177,2018,12,4
825,1234000,-3661000,145.3217441,-32.97737984,2018,6,3
826,1358000,-3661000,146.6492202,-32.8561243,2017,12,2
827,1042000,-3661000,143.2606897,-33.14250365,2016,1,3
828,974000,-3661000,142.5292654,-33.19436715,2017,5,2
829,958000,-3661000,142.3570632,-33.20606602,2019,6,4
830,942000,-3661000,142.1848232,-33.21757262,2019,6,1
831,890000,-3661000,141.6247903,-33.25364029,2019,8,4
832,914000,-3665000,141.8866549,-33.27296183,2018,12,2
833,1722000,-3661000,150.5266865,-32.43442985,2017,7,3
834,1702000,-3661000,150.3144629,-32.46013197,2019,11,4
835,1694000,-3661000,150.2295449,-32.47033074,2017,1,1
836,1886000,-3661000,152.2629392,-32.21264475,2016,7,3
837,1862000,-3661000,152.0093088,-32.24632621,2018,7,2
838,1814000,-3665000,151.508088,-32.34778363,2019,2,2
839,1774000,-3665000,151.0843617,-32.40160751,2018,4,4
840,1738000,-3665000,150.7026457,-32.44904903,2016,2,4
841,1646000,-3665000,149.7256351,-32.56597434,2017,4,4
842,1414000,-3665000,147.2528284,-32.83316022,2019,12,4
843,1098000,-3665000,143.8664885,-33.13284963,2016,8,3
844,1230000,-3665000,145.2833464,-33.01671416,2018,6,4
845,1182000,-3665000,144.7684862,-33.06045139,2017,7,4
846,1254000,-3669000,145.5451775,-33.02980758,2016,8,2
847,1234000,-3669000,145.3307232,-33.04860578,2016,5,4
848,1854000,-3669000,151.938039,-32.32812552,2018,7,1
849,1690000,-3669000,150.1992614,-32.54624546,2016,7,1
850,1630000,-3669000,149.5613884,-32.62112119,2017,11,1
851,1530000,-3669000,148.4963209,-32.74002622,2018,6,4
852,1290000,-3673000,145.9356948,-33.03081436,2016,4,1
853,1242000,-3673000,145.4210366,-33.07673535,2017,1,1
854,1382000,-3673000,146.9208411,-32.93800425,2016,2,1
855,1014000,-3673000,142.9707122,-33.27134472,2019,2,4
856,1010000,-3673000,142.9276464,-33.27441121,2017,11,1
857,1018000,-3673000,143.0137754,-33.26826621,2018,11,3
858,930000,-3673000,142.0658207,-33.33321616,2016,3,3
859,922000,-3673000,141.9795863,-33.33883194,2018,3,4
860,838000,-3677000,141.0766617,-33.43063061,2018,10,2
861,970000,-3677000,142.5004029,-33.3401212,2017,3,4
862,1766000,-3673000,151.0122796,-32.48299212,2019,1,1
863,1830000,-3673000,151.6906117,-32.39662079,2016,11,3
864,1726000,-3677000,150.5939959,-32.57085542,2018,4,4
865,1674000,-3677000,150.0413367,-32.63732625,2017,11,3
866,1398000,-3677000,147.0970716,-32.95677469,2018,12,2
867,1054000,-3677000,143.4050834,-33.27569953,2019,9,4
868,1862000,-3641000,151.9759768,-32.06971005,2018,1,3
869,1662000,-3641000,149.859812,-32.33353499,2017,12,1
870,1326000,-3641000,146.2829136,-32.71065543,2018,12,3
871,1510000,-3641000,148.2448397,-32.51444898,2016,7,2
872,1130000,-3641000,144.1855909,-32.89202946,2016,5,4
873,1042000,-3641000,143.2417202,-32.96414717,2017,5,3
874,1254000,-3641000,145.5133061,-32.78060354,2017,1,1
875,1262000,-3641000,145.5988677,-32.77302172,2018,11,3
876,1258000,-3641000,145.5560884,-32.77681857,2016,12,3
877,1210000,-3645000,145.0468895,-32.85706339,2017,2,2
878,1326000,-3645000,146.287712,-32.7462227,2017,6,4
879,1258000,-3645000,145.5606465,-32.81241179,2017,6,2
880,1050000,-3645000,143.3313965,-32.99349482,2017,12,2
881,1014000,-3645000,142.944823,-33.02155528,2019,6,2
882,978000,-3645000,142.5580485,-33.0486452,2018,4,3
883,1618000,-3645000,149.3987071,-32.42309246,2018,4,2
884,1734000,-3645000,150.6290502,-32.27730863,2018,1,3
885,1442000,-3645000,147.5258337,-32.6253962,2019,1,2
886,1410000,-3645000,147.1845655,-32.65972285,2016,5,4
887,1586000,-3645000,149.0587199,-32.46157151,2016,9,2
888,1462000,-3649000,147.7442936,-32.63907103,2017,5,4
889,1458000,-3649000,147.7016506,-32.6434641,2018,10,2
890,1674000,-3649000,149.999103,-32.38936195,2017,9,3
891,1646000,-3649000,149.7019133,-32.42423663,2017,2,1
892,1642000,-3649000,149.6594418,-32.42917177,2019,6,1
893,1586000,-3649000,149.0644325,-32.49702986,2018,7,3
894,1570000,-3649000,148.8942918,-32.51599441,2018,6,1
895,1206000,-3649000,145.0084337,-32.8963211,2017,8,3
896,1370000,-3649000,146.7626313,-32.73711707,2017,7,1
897,1362000,-3649000,146.6771849,-32.74534657,2018,12,2
898,1022000,-3649000,143.0344655,-33.05107885,2017,12,3
899,962000,-3649000,142.3895903,-33.09606668,2017,4,2
900,1094000,-3649000,143.8075695,-32.99353457,2017,10,2
901,978000,-3653000,142.5651744,-33.12002453,2017,1,3
902,878000,-3653000,141.489084,-33.19023076,2018,12,4
903,1806000,-3649000,151.3974504,-32.21722272,2018,5,3
904,1826000,-3649000,151.6089216,-32.19003112,2018,5,3
905,1866000,-3653000,152.0382183,-32.17009515,2016,6,4
906,1586000,-3653000,149.0701488,-32.53248991,2017,1,1
907,1230000,-3653000,145.269934,-32.90987989,2016,8,4
